,key,sum(summ),sum(count),total
655,School Chairs,368.0,77,4.779220779220779
656,Plug Valves,43.0,9,4.777777777777778
657,Bobux,172.0,36,4.777777777777778
658,Chubasco,43.0,9,4.777777777777778
659,Ledger Sheets,258.0,54,4.777777777777778
660,Bean Salad,43.0,9,4.777777777777778
661,Modulators,129.0,27,4.777777777777778
662,Rib Pads,43.0,9,4.777777777777778
663,Winter,86.0,18,4.777777777777778
664,Bone Cancer,43.0,9,4.777777777777778
665,Rally Towels,43.0,9,4.777777777777778
666,Oil & Lubricants,234.0,49,4.775510204081633
667,Harness Connector Repair Kits,148.0,31,4.774193548387097
668,Rope & Chain Pulls,148.0,31,4.774193548387097
669,Hardware & Robotics,148.0,31,4.774193548387097
670,Repair & Upgrade Kits,105.0,22,4.7727272727272725
671,Booklet Envelopes,167.0,35,4.771428571428571
672,Toggle Anchors,563.0,118,4.771186440677966
673,Honey Mustard,124.0,26,4.769230769230769
674,Cutting Tool Coolants,267.0,56,4.767857142857143
675,Structuralism,162.0,34,4.764705882352941
676,Maine,181.0,38,4.7631578947368425
677,Korean Pop,6049.0,1270,4.762992125984252
678,Kick-Down Solenoids,200.0,42,4.761904761904762
679,Chain Barriers,200.0,42,4.761904761904762
680,Pierced Serving Spoons,100.0,21,4.761904761904762
681,Rock & Metal,519.0,109,4.761467889908257
682,Social Media for Business,738.0,155,4.7612903225806456
683,Forests & Rainforests,219.0,46,4.760869565217392
684,Flex Hones,457.0,96,4.760416666666667
685,Micrometer Heads,119.0,25,4.76
686,Nickelodeon,138.0,29,4.758620689655173
687,Celebrate your Birthday with Nickelodeon,138.0,29,4.758620689655173
688,Exciters & Enhancers,138.0,29,4.758620689655173
689,Renaissance (c.1450-1600),138.0,29,4.758620689655173
690,Envirosax,923.0,194,4.757731958762887
691,Analog Gauges,157.0,33,4.757575757575758
692,Pay & Expense Envelopes,861.0,181,4.7569060773480665
693,Wiper Motor,176.0,37,4.756756756756757
694,Push Rods,233.0,49,4.755102040816326
695,Timing Belts,271.0,57,4.754385964912281
696,Bite,19.0,4,4.75
697,Wheat Berries,19.0,4,4.75
698,Tom-Toms,133.0,28,4.75
699,Earth Science,19.0,4,4.75
700,alexis hudson,38.0,8,4.75
701,Domestic & Personal Robots,19.0,4,4.75
702,Fullum & Holt,19.0,4,4.75
703,Rivet Washers,19.0,4,4.75
704,Computer Design,19.0,4,4.75
705,Bamboo Saxophones,19.0,4,4.75
706,DAPH DAPH,19.0,4,4.75
707,Polyimide,19.0,4,4.75
708,Arts & Music,38.0,8,4.75
709,Analog,19.0,4,4.75
710,Concealed Hinges,19.0,4,4.75
711,Buses,19.0,4,4.75
712,Needle Roller Bearings,380.0,80,4.75
713,Servo Cases,19.0,4,4.75
714,Sun Roof,19.0,4,4.75
715,Paint Tube Wringers,38.0,8,4.75
716,Concert Bass Drums,19.0,4,4.75
717,SBR,19.0,4,4.75
718,Gaskets & O-Rings,38.0,8,4.75
719,Las Vegas,19.0,4,4.75
720,Anise Seeds,19.0,4,4.75
721,"Skin, Coat & Hoof Supplements",190.0,40,4.75
722,Liftgate,19.0,4,4.75
723,Protective Caps,19.0,4,4.75
724,Grounding Bars,133.0,28,4.75
725,Blower Hoses,19.0,4,4.75
726,Localization,19.0,4,4.75
727,Booksellers & Bookselling,76.0,16,4.75
728,Janitor-Housekeeping Carts,133.0,28,4.75
729,Allison Scott,19.0,4,4.75
730,Conveyor Belts,19.0,4,4.75
731,Left-Handed Clubs,19.0,4,4.75
732,Santa Barbara,19.0,4,4.75
733,Type 1 (I),38.0,8,4.75
734,V-Grooved Wheels,38.0,8,4.75
735,Studio Subwoofers,19.0,4,4.75
736,Atomic & Nuclear Physics,19.0,4,4.75
737,Thymus Extracts,95.0,20,4.75
738,Selector Switches,57.0,12,4.75
739,Turning Holders,19.0,4,4.75
740,Christmas & Hanukkah,57.0,12,4.75
741,Women in Art,19.0,4,4.75
742,Grinding Mounted Points,38.0,8,4.75
743,Fuel System Dryers,38.0,8,4.75
744,Toilet Tank Covers,19.0,4,4.75
745,Mixture Controls,95.0,20,4.75
746,Voltage Transducers,19.0,4,4.75
747,Assistants & Aides,19.0,4,4.75
748,Seafood Seasoning,223.0,47,4.74468085106383
749,Active Protection,204.0,43,4.744186046511628
750,Bonsai Training Wire,166.0,35,4.742857142857143
751,Gear Oils,4428.0,934,4.740899357601713
752,Vocational,635.0,134,4.7388059701492535
753,Power Entry Modules,180.0,38,4.7368421052631575
754,Bongo Stands,90.0,19,4.7368421052631575
755,Round Belts & O-ring Belts,90.0,19,4.7368421052631575
756,Stands & Racks,90.0,19,4.7368421052631575
757,Bass Drums,232.0,49,4.73469387755102
758,Bass Drumheads,1638.0,346,4.734104046242774
759,Pathophysiology,142.0,30,4.733333333333333
760,Muesli,71.0,15,4.733333333333333
761,Logic Products,71.0,15,4.733333333333333
762,Jelly Servers,175.0,37,4.72972972972973
763,Drafting Tape,591.0,125,4.728
764,Reference & Interpretation,799.0,169,4.727810650887574
765,Forged,104.0,22,4.7272727272727275
766,Thrust Ball Bearings,156.0,33,4.7272727272727275
767,Flugelhorn,52.0,11,4.7272727272727275
768,Fork Terminals,52.0,11,4.7272727272727275
769,Colon & Rectal,104.0,22,4.7272727272727275
770,Diodes,293.0,62,4.725806451612903
771,Diving Valves,463.0,98,4.724489795918367
772,Spring Pins,137.0,29,4.724137931034483
773,Ocean Drums,137.0,29,4.724137931034483
774,Dental Office Practice,137.0,29,4.724137931034483
775,Power Module - ATC,85.0,18,4.722222222222222
776,Public,996.0,211,4.720379146919432
777,Laps & Hones,472.0,100,4.72
778,Baseball Helmets,118.0,25,4.72
779,Ghana,590.0,125,4.72
780,Starting Fluids,118.0,25,4.72
781,New Rock,118.0,25,4.72
782,Christian Contemporary Music,30240.0,6407,4.71983767754019
783,Love Poems,6096.0,1292,4.718266253869969
784,Thermos,217.0,46,4.717391304347826
785,Product Development,33.0,7,4.714285714285714
786,Living Wills,66.0,14,4.714285714285714
787,Pickets,33.0,7,4.714285714285714
788,Fuel Inlet Repair Fittings,33.0,7,4.714285714285714
789,Fall Protection Hardware,33.0,7,4.714285714285714
790,Oat Flour,33.0,7,4.714285714285714
791,Cancer Prevention,132.0,28,4.714285714285714
792,Right to Die,132.0,28,4.714285714285714
793,BAGGU,264.0,56,4.714285714285714
794,Drive Pulleys,33.0,7,4.714285714285714
795,Honeymoons,132.0,28,4.714285714285714
796,Four-Stroke Engine Oil,33.0,7,4.714285714285714
797,Muratori,33.0,7,4.714285714285714
798,OS2,33.0,7,4.714285714285714
799,Grillmaster,33.0,7,4.714285714285714
800,Pressure Sensors,33.0,7,4.714285714285714
801,Aquaculture & Fisheries,33.0,7,4.714285714285714
802,Psalteries,99.0,21,4.714285714285714
803,Quick-Release Pins,132.0,28,4.714285714285714
804,Breast Cancer,1367.0,290,4.713793103448276
805,Home Schooling,641.0,136,4.713235294117647
806,Racket Grips,311.0,66,4.712121212121212
807,Parking Brake Systems,212.0,45,4.711111111111111
808,Currency Cards,37449.0,7950,4.710566037735849
809,Flared Tube Fittings,146.0,31,4.709677419354839
810,Anuschka,3705.0,787,4.707750952986023
811,Missions & Missionary Work,4552.0,967,4.707342295760083
812,Phonetics & Phonics,193.0,41,4.7073170731707314
813,Log Rack Covers,193.0,41,4.7073170731707314
814,Hot Melt Adhesives,80.0,17,4.705882352941177
815,Utility Clubs,80.0,17,4.705882352941177
816,Wood Toys,160.0,34,4.705882352941177
817,Step-Up Rings,4634.0,985,4.704568527918782
818,Ledger Paper,254.0,54,4.703703703703703
819,Centrifugal Pumps,127.0,27,4.703703703703703
820,Floor Trays,809.0,172,4.703488372093023
821,Mud,1157.0,246,4.703252032520325
822,Plate Storage Racks,174.0,37,4.702702702702703
823,Motocross,221.0,47,4.702127659574468
824,Cape Verde,898.0,191,4.701570680628272
825,Adjusting Sleeves,188.0,40,4.7
826,Carlos Falchi,47.0,10,4.7
827,Linguine,47.0,10,4.7
828,Ground Pepper,94.0,20,4.7
829,Life Application,47.0,10,4.7
830,Chronic Pain,47.0,10,4.7
831,Pack Equipment,141.0,30,4.7
832,Mount St. Helens,94.0,20,4.7
833,Eleven,94.0,20,4.7
834,Glockenspiels,94.0,20,4.7
835,Push Rod Gasket Sets,47.0,10,4.7
836,Shells & Soft Shells,141.0,30,4.7
837,Barometric Pressure,47.0,10,4.7
838,Prejudice & Racism,954.0,203,4.699507389162561
839,Gun Lubrication,4140.0,881,4.699205448354143
840,Magazine Loaders,42503.0,9047,4.698021443572455
841,Prayer Books,8234.0,1753,4.697090701654307
842,Liberation,310.0,66,4.696969696969697
843,Hasidism,108.0,23,4.695652173913044
844,Cameroon,540.0,115,4.695652173913044
845,Micronesia,108.0,23,4.695652173913044
846,Touring,1047.0,223,4.695067264573991
847,Latin Christian,4864.0,1036,4.694980694980695
848,Ledger Posting Systems,629.0,134,4.6940298507462686
849,Bindings & Trim,61.0,13,4.6923076923076925
850,Nutmeg,61.0,13,4.6923076923076925
851,Shortening,61.0,13,4.6923076923076925
852,Triple Shock Kits,685.0,146,4.691780821917808
853,Organizational Change,624.0,133,4.69172932330827
854,Binocular Cases,197.0,42,4.690476190476191
855,Country Gospel,1182.0,252,4.690476190476191
856,Steeple Hill Women's Fiction,211.0,45,4.688888888888889
857,Herbals,361.0,77,4.688311688311688
858,Mariology,2672.0,570,4.687719298245614
859,Pre-Cut Quilt Squares,5311.0,1133,4.687555163283319
860,Sardinia,75.0,16,4.6875
861,BeOS,75.0,16,4.6875
862,Fiber Optic Connectors,150.0,32,4.6875
863,Traditional Country,6295.0,1343,4.687267311988086
864,Opposites,1631.0,348,4.686781609195402
865,Patio Doors,314.0,67,4.686567164179104
866,Zener Diodes,239.0,51,4.686274509803922
867,Travel with Pets,567.0,121,4.68595041322314
868,Tetra Pond Food,1668.0,356,4.685393258426966
869,Cooling & Water Pump Tools,342.0,73,4.684931506849315
870,Tsonga,89.0,19,4.684210526315789
871,OLED TVs,89.0,19,4.684210526315789
872,Drift Punches,89.0,19,4.684210526315789
873,Chili Powder,89.0,19,4.684210526315789
874,Compression Latches,89.0,19,4.684210526315789
875,Roller Bearings,623.0,133,4.684210526315789
876,Waterless Wash Treatments,2932.0,626,4.68370607028754
877,Gas Springs,103.0,22,4.681818181818182
878,Colored Pencil,103.0,22,4.681818181818182
879,Tom-Tom Drumheads,2729.0,583,4.680960548885078
880,Gear Kit,220.0,47,4.680851063829787
881,Spiritual Growth,57715.0,12332,4.6801005514109635
882,Central & South America,351.0,75,4.68
883,Disinfectant Sprays & Solutions,234.0,50,4.68
884,Degreasers,351.0,75,4.68
885,Prayerbooks,10593.0,2264,4.678886925795053
886,Adjuster Cables,262.0,56,4.678571428571429
887,Fuel Filler,276.0,59,4.677966101694915
888,Ukraine,290.0,62,4.67741935483871
889,Mutual Funds,3082.0,659,4.676783004552352
890,Snare Drum Accessories,1660.0,355,4.676056338028169
891,Southern Gospel,23178.0,4957,4.675811983054267
892,Praise & Worship,85210.0,18225,4.675445816186557
893,Lieder,374.0,80,4.675
894,Mali,3379.0,723,4.673582295988935
895,Korea,4556.0,975,4.672820512820513
896,New Experiences,5139.0,1100,4.671818181818182
897,Soy Sauce,341.0,73,4.671232876712328
898,Prehistory,1392.0,298,4.671140939597316
899,Children's Ministry,1476.0,316,4.670886075949367
900,Transmission Fluids,5960.0,1276,4.670846394984326
901,Olympics,397.0,85,4.670588235294118
902,Gun Cloths,808.0,173,4.670520231213873
903,Die-Cut Cartridges,8447.0,1809,4.669430624654505
904,Braisers,593.0,127,4.669291338582677
905,Hand Cleaners,2754.0,590,4.667796610169492
906,Warm-Up Regulators,14.0,3,4.666666666666667
907,Drug & Alcohol Abuse,98.0,21,4.666666666666667
908,Catchers,14.0,3,4.666666666666667
909,Sanitary Fittings,98.0,21,4.666666666666667
910,Vacuum Chambers & Traps,56.0,12,4.666666666666667
911,Bricks & Blocks,28.0,6,4.666666666666667
912,Ball Lockers & Racks,154.0,33,4.666666666666667
913,Crossbars,28.0,6,4.666666666666667
914,Victorinox Swiss Army Watches,14.0,3,4.666666666666667
915,Cross-Country,28.0,6,4.666666666666667
916,Yard Markers,14.0,3,4.666666666666667
917,Carob,56.0,12,4.666666666666667
918,Printer Tractors,14.0,3,4.666666666666667
919,Backyard Entertaining,14.0,3,4.666666666666667
920,Gum Rubber,14.0,3,4.666666666666667
921,Props,42.0,9,4.666666666666667
922,Animal Shaped,14.0,3,4.666666666666667
923,Graffeeti,28.0,6,4.666666666666667
924,Plywood Bases,14.0,3,4.666666666666667
925,Hazardous Storage Cabinets,70.0,15,4.666666666666667
926,Master Links,42.0,9,4.666666666666667
927,Trash Pickers,56.0,12,4.666666666666667
928,Connecticut,14.0,3,4.666666666666667
929,Wheel Bolts,14.0,3,4.666666666666667
930,Multiconductor Cables,28.0,6,4.666666666666667
931,High Pressure & High Volume Pumps,14.0,3,4.666666666666667
932,PUR,14.0,3,4.666666666666667
933,NEWALK,28.0,6,4.666666666666667
934,Speed Control,28.0,6,4.666666666666667
935,ECM Wiring,56.0,12,4.666666666666667
936,Flow Sensors,14.0,3,4.666666666666667
937,Standard Rods,14.0,3,4.666666666666667
938,Pie & Pastry Fillings,28.0,6,4.666666666666667
939,Spiral Flute Taps,84.0,18,4.666666666666667
940,Teen Health,84.0,18,4.666666666666667
941,Programmable Logic Circuits,56.0,12,4.666666666666667
942,Master,28.0,6,4.666666666666667
943,Cloves,28.0,6,4.666666666666667
944,Vacuum Traps,14.0,3,4.666666666666667
945,Protestant,14.0,3,4.666666666666667
946,Invertebrates,84.0,18,4.666666666666667
947,Reed,28.0,6,4.666666666666667
948,Hydrovac Units,14.0,3,4.666666666666667
949,Windows Vista,14.0,3,4.666666666666667
950,Plums,14.0,3,4.666666666666667
951,Surf Fishing Combos,14.0,3,4.666666666666667
952,Atari Lynx,56.0,12,4.666666666666667
953,Vacuum Chambers,42.0,9,4.666666666666667
954,Yorkshire,14.0,3,4.666666666666667
955,Celery Seed,56.0,12,4.666666666666667
956,Exam & Spelling Notebooks,42.0,9,4.666666666666667
957,Combo Decks,14.0,3,4.666666666666667
958,TLC Chromatography,14.0,3,4.666666666666667
959,Glo,14.0,3,4.666666666666667
960,Torque Converter,14.0,3,4.666666666666667
961,Children's Sports,14.0,3,4.666666666666667
962,Ties,2926.0,627,4.666666666666667
963,Barbed Manifold Fittings,28.0,6,4.666666666666667
964,New Haven,14.0,3,4.666666666666667
965,Iowa,14.0,3,4.666666666666667
966,Metallophone Accessories,14.0,3,4.666666666666667
967,Sparkling Juice,28.0,6,4.666666666666667
968,Linea Blu by Cordani,14.0,3,4.666666666666667
969,"Gearboxes, Gearheads & Speed Reducers",14.0,3,4.666666666666667
970,Guzhengs,28.0,6,4.666666666666667
971,Pneumatic Wheels,14.0,3,4.666666666666667
972,Differential,42.0,9,4.666666666666667
973,Handrails,112.0,24,4.666666666666667
974,Wire Rope Slings,14.0,3,4.666666666666667
975,Meringues,14.0,3,4.666666666666667
976,Re-Ring,14.0,3,4.666666666666667
977,Still Life,14.0,3,4.666666666666667
978,Infant,14.0,3,4.666666666666667
979,Rigid Couplings,70.0,15,4.666666666666667
980,Katia Lombardo,14.0,3,4.666666666666667
981,Current Sensors,28.0,6,4.666666666666667
982,Ring Settings,140.0,30,4.666666666666667
983,Collins Glasses,56.0,12,4.666666666666667
984,Grapeseed,42.0,9,4.666666666666667
985,Transmission Oil Pan,98.0,21,4.666666666666667
986,Bronze,14.0,3,4.666666666666667
987,Diecast Cars,14.0,3,4.666666666666667
988,Sharpening Tools,14.0,3,4.666666666666667
989,Lateral Link Bushings,98.0,21,4.666666666666667
990,Lifters,28.0,6,4.666666666666667
991,Split Pea Soups,14.0,3,4.666666666666667
992,Press-In Captive Studs,14.0,3,4.666666666666667
993,Roulette Sets,84.0,18,4.666666666666667
994,Processed Cheese,70.0,15,4.666666666666667
995,Combs & Spines,1269.0,272,4.665441176470588
996,Multigenerational,2813.0,603,4.6650082918739635
997,Gun Solvents,3125.0,670,4.664179104477612
998,Ride,998.0,214,4.663551401869159
999,Motor Oils,23735.0,5092,4.661233307148469
1000,Marching Percussion Accessories,261.0,56,4.660714285714286
1001,Filter Cases,1426.0,306,4.660130718954249
1002,Snap Gages,233.0,50,4.66
1003,Quilting Fabric Assortments,2311.0,496,4.659274193548387
1004,Motor Contactors,410.0,88,4.659090909090909
1005,Texture Plates,396.0,85,4.658823529411765
1006,Alternative,368.0,79,4.658227848101266
1007,Flax Seed,1607.0,345,4.6579710144927535
1008,Vera Bradley,19731.0,4236,4.657932011331445
1009,Ascenders,312.0,67,4.656716417910448
1010,Funeral,312.0,67,4.656716417910448
1011,Key Tags,6216.0,1335,4.656179775280899
1012,CPU Processors,52594.0,11296,4.655984419263456
1013,Environment & Ecology,3045.0,654,4.655963302752293
1014,Embossing Folders,7942.0,1706,4.655334114888628
1015,Binding Machine Supplies,661.0,142,4.654929577464789
1016,Periodontics,256.0,55,4.654545454545454
1017,Ciao Bimbi,256.0,55,4.654545454545454
1018,Drumheads,7256.0,1559,4.654265554842848
1019,Conduit,121.0,26,4.653846153846154
1020,Country & Bluegrass,36353.0,7813,4.652886215282222
1021,Fuel Tank Valve,628.0,135,4.651851851851852
1022,Tomato Knives,2893.0,622,4.65112540192926
1023,Devotionals,78216.0,16817,4.6510079086638525
1024,Discipleship,6380.0,1372,4.650145772594752
1025,Lighting Components,186.0,40,4.65
1026,Floor Machine Pads,93.0,20,4.65
1027,Prayer,38746.0,8333,4.649705988239529
1028,Points & Currency Cards,37612.0,8090,4.649196538936959
1029,Metallic Paper,172.0,37,4.648648648648648
1030,Quilting Storage,172.0,37,4.648648648648648
1031,Trailer Steps,251.0,54,4.648148148148148
1032,New Living Translation,1083.0,233,4.648068669527897
1033,Risk Management,581.0,125,4.648
1034,Stacking & Nesting Toys,1148.0,247,4.647773279352227
1035,Ivory Coast,409.0,88,4.6477272727272725
1036,Range Balls,79.0,17,4.647058823529412
1037,Legal Indexes,79.0,17,4.647058823529412
1038,Ink Drawings,79.0,17,4.647058823529412
1039,Core Repair Kits,79.0,17,4.647058823529412
1040,Ravenna,1510.0,325,4.6461538461538465
1041,Set-Screw Shaft Collars,223.0,48,4.645833333333333
1042,Hardness Test Blocks,223.0,48,4.645833333333333
1043,Tags & Tickets,7335.0,1579,4.645345155161495
1044,External Retaining Rings,144.0,31,4.645161290322581
1045,Easter & Lent,2160.0,465,4.645161290322581
1046,Elegies,1008.0,217,4.645161290322581
1047,Flavored Salt,952.0,205,4.64390243902439
1048,Digital Games & DLC,69756.0,15021,4.643898542041143
1049,Craft Shears,1718.0,370,4.643243243243243
1050,Triathlons,130.0,28,4.642857142857143
1051,Acceleration Sensors,65.0,14,4.642857142857143
1052,Shock Bushings,260.0,56,4.642857142857143
1053,Harnesses & Leashes,65.0,14,4.642857142857143
1054,Temperature Sensors,455.0,98,4.642857142857143
1055,Lift Supports,42207.0,9091,4.642723572764273
1056,Devotional,687.0,148,4.641891891891892
1057,Ratcheting Cargo Bars,427.0,92,4.641304347826087
1058,Emission System,181.0,39,4.641025641025641
1059,Tea Cozies,1086.0,234,4.641025641025641
1060,HARVEYS,1689.0,364,4.6401098901098905
1061,Personal Injury,696.0,150,4.64
1062,Pop & Contemporary,404239.0,87130,4.639492712039481
1063,Metal Tubing,682.0,147,4.639455782312925
1064,U. S. Presidents & First Ladies,283.0,61,4.639344262295082
1065,Gourmet Rubs,784.0,169,4.6390532544378695
1066,Vistana,334.0,72,4.638888888888889
1067,Livestock Health Supplies,821.0,177,4.638418079096045
1068,Subscription Cards,98555.0,21252,4.637445887445887
1069,Prehistoric,946.0,204,4.637254901960785
1070,Air Filter Accessories & Cleaning Products,6000.0,1294,4.636785162287481
1071,Batting Weights,204.0,44,4.636363636363637
1072,Plug Connectors,51.0,11,4.636363636363637
1073,Drilling Procedures,51.0,11,4.636363636363637
1074,Harness,51.0,11,4.636363636363637
1075,Sanskrit,51.0,11,4.636363636363637
1076,Brake Controls,8058.0,1738,4.636363636363637
1077,Maturing,204.0,44,4.636363636363637
1078,Women's Personal Growth,6157.0,1328,4.636295180722891
1079,Cruiser,4664.0,1006,4.636182902584493
1080,Activity Tables,1043.0,225,4.635555555555555
1081,Canister Purge Controls,1219.0,263,4.634980988593156
1082,John Deere,6887.0,1486,4.634589502018843
1083,Cutting Tool Holders,190.0,41,4.634146341463414
1084,Bread Knives,11622.0,2508,4.633971291866029
1085,Afro-Cuban,2099.0,453,4.63355408388521
1086,Family,19298.0,4165,4.6333733493397355
1087,Silver Baby Spoons,139.0,30,4.633333333333334
1088,Utilitarianism,139.0,30,4.633333333333334
1089,Women's Issues,8062.0,1740,4.633333333333334
1090,Women's Christian Living,8154.0,1760,4.632954545454545
1091,Pneumatology,2196.0,474,4.632911392405063
1092,Applique Patches,3465.0,748,4.632352941176471
1093,Uruguay,403.0,87,4.632183908045977
1094,Partsongs,4956.0,1070,4.631775700934579
1095,Speaker Surround Kits,2339.0,505,4.631683168316831
1096,"Modern, 20th, & 21st Century",7281.0,1572,4.6316793893129775
1097,Switch to Starter,88.0,19,4.631578947368421
1098,Specialty Bits,88.0,19,4.631578947368421
1099,Pillow Blocks,88.0,19,4.631578947368421
1100,Charismatic,4307.0,930,4.631182795698924
1101,Snare Drums,1843.0,398,4.630653266331659
1102,Heater Core Fittings,426.0,92,4.630434782608695
1103,Men's Inspirational,463.0,100,4.63
1104,Retaining Compounds,125.0,27,4.62962962962963
1105,Hydraulic Oils,3060.0,661,4.6293494704992435
1106,Street Motorcycle,12898.0,2787,4.627915321133836
1107,Nursing Home Care,472.0,102,4.627450980392157
1108,Air & Fuel Ratio,4956.0,1071,4.627450980392157
1109,Ibuprofen,8445.0,1825,4.627397260273972
1110,Values,13197.0,2852,4.627279102384292
1111,Women & Business,5622.0,1215,4.62716049382716
1112,Drysuits,819.0,177,4.627118644067797
1113,Urban & Contemporary,33813.0,7308,4.626847290640394
1114,Gospel,220539.0,47669,4.626465837336634
1115,HVAC Blowers,532.0,115,4.626086956521739
1116,Orlistat,569.0,123,4.626016260162602
1117,Inner Child,5158.0,1115,4.626008968609866
1118,Marriage & Divorce,1582.0,342,4.625730994152047
1119,Personal Hygiene,4112.0,889,4.625421822272216
1120,Rod End Bearings,185.0,40,4.625
1121,New for Summer,111.0,24,4.625
1122,Boning & Fillet Knives,6216.0,1344,4.625
1123,Control Cable Accessories,37.0,8,4.625
1124,Sweet & Sour Sauce,37.0,8,4.625
1125,Alberto Fermani,74.0,16,4.625
1126,Rangefinder Cameras,148.0,32,4.625
1127,Instruments & Supplies,74.0,16,4.625
1128,Bell Housings,74.0,16,4.625
1129,Single End Countersinks,74.0,16,4.625
1130,Seasoned Salt,37.0,8,4.625
1131,Broths,74.0,16,4.625
1132,Fruity Candy,37.0,8,4.625
1133,Amplified,333.0,72,4.625
1134,Hydraulic Lifting Pumps,37.0,8,4.625
1135,Montana,37.0,8,4.625
1136,Flow Switches,37.0,8,4.625
1137,Passive Protection,185.0,40,4.625
1138,Power Mirror,148.0,32,4.625
1139,Physical Disabilities,37.0,8,4.625
1140,Braids,148.0,32,4.625
1141,Needle & Seat Assemblies,37.0,8,4.625
1142,Lullabies,21214.0,4587,4.62480924351428
1143,Peer Pressure,1836.0,397,4.624685138539043
1144,Webbing,1489.0,322,4.624223602484472
1145,piloti,578.0,125,4.624
1146,LIVE,113777.0,24607,4.62376559515585
1147,Pentecostal,9340.0,2020,4.623762376237623
1148,Rock Climbing,467.0,101,4.623762376237623
1149,Aeronautics & Space,1239.0,268,4.623134328358209
1150,Needlecrafts,282.0,61,4.622950819672131
1151,Pen-Style Erasers,832.0,180,4.622222222222222
1152,Solid State Relays,305.0,66,4.621212121212121
1153,1960s,402.0,87,4.620689655172414
1154,Strut Rods,134.0,29,4.620689655172414
1155,Legal System,536.0,116,4.620689655172414
1156,Squeeze Action Clamps,134.0,29,4.620689655172414
1157,Oceanography,231.0,50,4.62
1158,Sport,5548.0,1201,4.619483763530392
1159,Adhesive Dots,97.0,21,4.619047619047619
1160,Belize,97.0,21,4.619047619047619
1161,Andes,5085.0,1101,4.618528610354224
1162,Colonial,1501.0,325,4.618461538461538
1163,Filter Bags,157.0,34,4.617647058823529
1164,Charanga,1884.0,408,4.617647058823529
1165,Rulers & Ruler Racks,9951.0,2155,4.617633410672854
1166,Romantic,10662.0,2309,4.617583369423993
1167,Classics & Allegories,14530.0,3147,4.617095646647601
1168,Gooseneck Hitch,2327.0,504,4.617063492063492
1169,Wind Socks,217.0,47,4.617021276595745
1170,Thread Locking Adhesives,1422.0,308,4.616883116883117
1171,Bread & Serrated Knives,14497.0,3140,4.61687898089172
1172,Olives,397.0,86,4.616279069767442
1173,Carving Knives,5253.0,1138,4.615992970123023
1174,Diaper Creams,19364.0,4195,4.615971394517283
1175,Classroom Furniture,1597.0,346,4.615606936416185
1176,Sermons,5931.0,1285,4.61556420233463
1177,Vibration Damping Mounts,60.0,13,4.615384615384615
1178,Isolation Gowns,60.0,13,4.615384615384615
1179,Electronic Data Interchange (EDI),60.0,13,4.615384615384615
1180,Male Fluted Knobs,60.0,13,4.615384615384615
1181,Real Kids Shades,180.0,39,4.615384615384615
1182,Pool Slides,120.0,26,4.615384615384615
1183,Scanner Pad Assemblies,180.0,39,4.615384615384615
1184,Pulls,24888.0,5393,4.614871129241609
1185,Guinea,526.0,114,4.614035087719298
1186,Dating & Relationships,7770.0,1684,4.614014251781473
1187,Celtic Folk,10483.0,2272,4.613996478873239
1188,Service,1015.0,220,4.613636363636363
